t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1
1422.363032348213,370.0000000000001,-5.2955371143833264e+19,2.1069040513936325e-61,5.8045278276281496e+16,1.7112279618128259e+18,1.653182683536545e+18
1551.4929705158784,370.0000000000001,-5.295539715796053e+19,3.0209601620840172e-61,6.06119333302405e+16,1.7872102832036052e+18,1.7265983498733663e+18
1693.5359025003102,370.0000000000001,-5.295542224023051e+19,-8.759722864840707e-61,6.3309389682232264e+16,1.8672280775679555e+18,1.8039186878857234e+18
1849.7831276831853,370.0000000000001,-5.295544581363445e+19,-8.011384933830169e-60,6.605553936238607e+16,1.9515643724122693e+18,1.885508833049883e+18
2021.6550753843478,370.0000000000001,-5.295546863940892e+19,-1.0465454593219442e-59,6.901637488241015e+16,2.040411186423465e+18,1.9713948115410545e+18
2177.902300567223,370.0000000000001,-5.29554884896449e+19,2.3818675444092093e-59,7.181017831013109e+16,2.1180794730543434e+18,2.0462692947442117e+18
2349.7742482683857,370.0000000000001,-5.29555077563216e+19,-9.762661564468245e-61,7.470617387042843e+16,2.2002031870979945e+18,2.1254970132275658e+18
2538.8333907396645,370.0000000000001,-5.295552649335831e+19,-5.4962854709563596e-58,7.772665098648502e+16,2.2869968644538504e+18,2.2092702134673664e+18
2746.798447458071,370.0000000000001,-5.2955544192092004e+19,-3.8130898000324715e-58,8.083096155112538e+16,2.3787891913857536e+18,2.2979582298346278e+18
2975.5600098483187,370.0000000000001,-5.295556150159006e+19,7.520118910964772e-58,8.411828273785763e+16,2.4758010031921285e+18,2.3916827204542715e+18
3227.1977284775908,370.0000000000001,-5.2955578282828595e+19,-1.0300951532283835e-57,8.759078792368485e+16,2.5782912035981793e+18,2.4907004156744945e+18
3455.9592908678383,370.0000000000001,-5.2955592305220714e+19,1.3377895329603316e-57,9.071262515202826e+16,2.6682563287293015e+18,2.5775437035772744e+18
3707.5970094971103,370.0000000000001,-5.295560620251463e+19,8.535321619854166e-57,9.404017320464698e+16,2.7637208830360847e+18,2.6696807098314394e+18
3984.3984999893096,370.0000000000001,-5.295561964884773e+19,1.7591751028802631e-56,9.746627555436258e+16,2.865009927727891e+18,2.767543652173529e+18
4288.880139530729,370.0000000000001,-5.29556328805007e+19,5.330303373759799e-57,1.0112495704276806e+17,2.972399081497898e+18,2.8712741244551276e+18
4623.80994302629,370.0000000000001,-5.295564578028364e+19,-4.859766501141656e-58,1.0495663060986893e+17,3.0862066288838825e+18,2.981249998274012e+18
4992.232726871408,370.0000000000001,-5.2955658438108496e+19,-5.095056103080519e-56,1.0901511306415848e+17,3.2067314999407514e+18,3.0977163868765937e+18
5397.497789101038,370.0000000000001,-5.295567086263056e+19,7.97162253285649e-57,1.1332275813311134e+17,3.3342736333952906e+18,3.2209508752621783e+18
